Forum.id|Tag.id
274877906944|1524
274877906944|2041
274877906944|14812
343597383681|14812
343597383682|14812
343597383683|1524
68719476740|206
68719476740|299
68719476740|449
68719476740|469
68719476740|545
68719476740|565
68719476740|573
68719476740|579
68719476740|596
68719476740|974
68719476740|1021
68719476740|1022
68719476740|1164
68719476740|1170
68719476740|1171
68719476740|1176
68719476740|1178
68719476740|1186
68719476740|1191
68719476740|1195
68719476740|1201
68719476740|1205
68719476740|1421
68719476740|1614
68719476740|1674
68719476740|1759
68719476740|1764
68719476740|1930
68719476740|1953
68719476740|1984
68719476740|1985
68719476740|2003
68719476740|2018
68719476740|2049
68719476740|2083
68719476740|2095
68719476740|2118
68719476740|2787
68719476740|2797
68719476740|2823
68719476740|2848
68719476740|2895
68719476740|2928
68719476740|2959
68719476740|2966
68719476740|2973
68719476740|3024
68719476740|3026
68719476740|3048
68719476740|3070
68719476740|3111
68719476740|4849
68719476740|5078
68719476740|5117
68719476740|5159
68719476740|5191
68719476740|5192
68719476740|5258
68719476740|6395
68719476740|6418
68719476740|6945
68719476740|7580
68719476740|7683
68719476740|9036
68719476740|9084
68719476740|9170
68719476740|9177
68719476740|9477
68719476740|11254
68719476740|11375
68719476740|11408
68719476740|11531
68719476740|11743
68719476740|14036
137438953477|280
137438953477|284
137438953477|448
137438953477|540
137438953477|806
137438953477|1028
137438953477|1185
137438953477|1615
137438953477|1644
137438953477|1984
137438953477|1985
137438953477|2779
137438953477|2799
137438953477|2826
137438953477|2878
137438953477|2890
137438953477|2945
137438953477|3004
137438953477|3010
137438953477|3083
137438953477|5156
137438953477|5158
137438953477|5854
137438953477|6071
137438953477|6377
137438953477|6658
137438953477|6962
137438953477|6990
137438953477|7534
137438953477|14189
137438953477|14956
137438953478|461
137438953478|592
137438953478|1024
137438953478|1195
137438953478|1548
137438953478|1985
137438953478|1988
137438953478|2034
137438953478|2067
137438953478|2782
137438953478|5117
137438953478|5124
137438953478|5147
137438953478|7603
137438953478|13138
274877906951|1410
274877906952|1410
274877906954|1410
274877906956|139
274877906956|290
274877906956|584
274877906956|779
274877906956|781
274877906956|782
274877906956|783
274877906956|804
274877906956|1031
274877906956|1621
274877906956|1760
274877906956|1763
274877906956|1997
274877906956|2001
274877906956|2008
274877906956|2031
274877906956|2038
274877906956|2045
274877906956|2067
274877906956|2074
274877906956|2794
274877906956|2797
274877906956|2824
274877906956|2825
274877906956|2826
274877906956|2865
274877906956|2870
274877906956|2908
274877906956|2938
274877906956|2942
274877906956|2999
274877906956|3020
274877906956|3035
274877906956|3041
274877906956|3043
274877906956|3044
274877906956|5063
274877906956|5156
274877906956|5163
274877906956|6763
274877906956|6887
274877906956|6991
274877906956|7148
274877906956|7507
274877906956|7517
274877906956|8225
274877906956|8372
274877906956|10712
274877906956|10925
274877906956|11515
274877906956|11582
274877906957|2999
343597383696|1031
343597383697|458
343597383697|790
343597383697|1200
343597383697|2033
343597383697|2789
343597383697|2790
343597383697|2871
343597383697|2932
343597383697|4966
343597383697|7005
19|590
19|777
19|1747
19|2903
19|6383
19|9510
206158430228|1747
343597383701|9510
206158430230|2903
274877906967|590
68719476760|6383
137438953497|6383
137438953498|9510
206158430235|1747
274877906972|1747
206158430238|246
206158430238|1985
206158430238|2990
206158430238|6438
31|6
31|587
31|588
31|782
31|1153
31|1173
31|1179
31|1180
31|1187
31|1193
31|1206
31|1454
31|1545
31|1760
31|1762
31|1863
31|1940
31|2031
31|2048
31|2067
31|5132
31|6413
31|6945
31|9063
31|9479
31|11250
31|11379
137438953504|1760
137438953505|1179
274877906978|5132
206158430243|6945
36|11250
68719476773|1760
137438953510|11250
68719476775|1206
206158430248|6
274877906985|2067
274877906986|1193
68719476779|6
68719476779|449
68719476779|543
68719476779|588
68719476779|590
68719476779|594
68719476779|808
68719476779|978
68719476779|1164
68719476779|1177
68719476779|1180
68719476779|1184
68719476779|1191
68719476779|1205
68719476779|1454
68719476779|1617
68719476779|1674
68719476779|1940
68719476779|2054
68719476779|2781
68719476779|2837
68719476779|2872
68719476779|6368
68719476779|6945
68719476779|6964
68719476779|7380
68719476779|7509
68719476779|9058
68719476779|9177
68719476779|9474
68719476779|9479
68719476779|11379
68719476779|11408
68719476779|11531
68719476779|11622
68719476779|11625
68719476779|11628
68719476779|11742
274877906988|291
274877906988|470
274877906988|973
274877906988|974
274877906988|1023
274877906988|1175
274877906988|1398
274877906988|1532
274877906988|1749
274877906988|1763
274877906988|1985
274877906988|1986
274877906988|1992
274877906988|2114
274877906988|2777
274877906988|2785
274877906988|2789
274877906988|2791
274877906988|2793
274877906988|2864
274877906988|2895
274877906988|2942
274877906988|2959
274877906988|2979
274877906988|2984
274877906988|2991
274877906988|2998
274877906988|3005
274877906988|3013
274877906988|3025
274877906988|3027
274877906988|3046
274877906988|5114
274877906988|5192
274877906988|6340
274877906988|6383
274877906988|6740
274877906988|6980
274877906988|6987
274877906988|7522
274877906988|9638
274877906988|10449
274877906988|10513
274877906988|11824
68719476781|196
68719476781|1031
137438953518|65
137438953518|2123
137438953518|3111
137438953518|7407
137438953518|8736
274877906991|1410
68719476785|470
68719476785|588
68719476785|598
68719476785|798
68719476785|805
68719476785|974
68719476785|1031
68719476785|1174
68719476785|1183
68719476785|1527
68719476785|1644
68719476785|1676
68719476785|1764
68719476785|1984
68719476785|1986
68719476785|1989
68719476785|1997
68719476785|1998
68719476785|2044
68719476785|2050
68719476785|2805
68719476785|2808
68719476785|2900
68719476785|2994
68719476785|3000
68719476785|3001
68719476785|3080
68719476785|4844
68719476785|4849
68719476785|5063
68719476785|5067
68719476785|5176
68719476785|5183
68719476785|6100
68719476785|6394
68719476785|6490
68719476785|6962
68719476785|7507
68719476785|7522
68719476785|7582
68719476785|7594
68719476785|7610
68719476785|9102
68719476785|9144
68719476785|9319
68719476785|10951
68719476785|11388
68719476785|11572
68719476785|12807
68719476785|13157
68719476785|13843
68719476785|13870
137438953522|132
137438953522|140
137438953522|295
137438953522|573
137438953522|595
137438953522|596
137438953522|781
137438953522|798
137438953522|806
137438953522|1181
137438953522|1532
137438953522|1765
137438953522|1996
137438953522|2050
137438953522|2072
137438953522|2088
137438953522|2779
137438953522|2783
137438953522|2827
137438953522|2831
137438953522|2932
137438953522|2934
137438953522|2945
137438953522|2949
137438953522|2968
137438953522|3001
137438953522|3029
137438953522|3092
137438953522|4899
137438953522|4990
137438953522|5129
137438953522|6360
137438953522|6940
137438953522|7012
137438953522|7283
137438953522|7350
137438953522|9098
137438953522|10298
137438953522|10987
137438953522|11356
137438953522|11633
137438953522|11855
206158430259|4843
343597383732|282
343597383732|458
343597383732|775
343597383732|778
343597383732|779
343597383732|781
343597383732|796
343597383732|1164
343597383732|1446
343597383732|1506
343597383732|1984
343597383732|1988
343597383732|2004
343597383732|2007
343597383732|2011
343597383732|2017
343597383732|2044
343597383732|2051
343597383732|2056
343597383732|2058
343597383732|2065
343597383732|2100
343597383732|2119
343597383732|2778
343597383732|2804
343597383732|2806
343597383732|2819
343597383732|2832
343597383732|2833
343597383732|2846
343597383732|2852
343597383732|2916
343597383732|2945
343597383732|2961
343597383732|2979
343597383732|2990
343597383732|3044
343597383732|3056
343597383732|3059
343597383732|3077
343597383732|3089
343597383732|4955
343597383732|5067
343597383732|5182
343597383732|5196
343597383732|6004
343597383732|6383
343597383732|6413
343597383732|6740
343597383732|6981
343597383732|6985
343597383732|7032
343597383732|7089
343597383732|7218
343597383732|7516
343597383732|7523
343597383732|9063
343597383732|9317
343597383732|10037
343597383732|14791
206158430262|0
206158430262|8
206158430262|61
206158430262|139
206158430262|544
206158430262|566
206158430262|582
206158430262|593
206158430262|782
206158430262|978
206158430262|1174
206158430262|1186
206158430262|1198
206158430262|1505
206158430262|1547
206158430262|1615
206158430262|1672
206158430262|1760
206158430262|1910
206158430262|1988
206158430262|1994
206158430262|2001
206158430262|2004
206158430262|2006
206158430262|2020
206158430262|2097
206158430262|2115
206158430262|2786
206158430262|2793
206158430262|2799
206158430262|2812
206158430262|2837
206158430262|2843
206158430262|2851
206158430262|2890
206158430262|2926
206158430262|2974
206158430262|2983
206158430262|3000
206158430262|3001
206158430262|3029
206158430262|3046
206158430262|3050
206158430262|3061
206158430262|3077
206158430262|3079
206158430262|4847
206158430262|5115
206158430262|5142
206158430262|5192
206158430262|6365
206158430262|6368
206158430262|6369
206158430262|6933
206158430262|6954
206158430262|7032
206158430262|7109
206158430262|7335
206158430262|7545
206158430262|7570
206158430262|7572
206158430262|7601
206158430262|8130
206158430262|8154
206158430262|8503
206158430262|8816
206158430262|8862
206158430262|9024
206158430262|9195
206158430262|9293
206158430262|9333
206158430262|9479
206158430262|11376
206158430262|11408
206158430262|11474
206158430262|13375
206158430262|13735
206158430262|13818
206158430262|14639
137438953527|458
137438953527|806
137438953527|1668
137438953527|1670
137438953527|1985
137438953527|1993
137438953527|2011
137438953527|2066
137438953527|2785
137438953527|2788
137438953527|2794
137438953527|2898
137438953527|2929
137438953527|2953
137438953527|2968
137438953527|2969
137438953527|3073
137438953527|5115
137438953527|5170
137438953527|5183
137438953527|6976
137438953527|8882
137438953527|10289
274877907002|1993
274877907003|5115
206158430268|10289
206158430269|5115
206158430270|1672
206158430270|1749
343597383743|1200
343597383743|1506
343597383743|1532
343597383743|1533
343597383743|1992
343597383743|1993
343597383743|2105
343597383743|2795
343597383743|6433
137438953536|6
137438953536|206
137438953536|583
137438953536|1173
137438953536|1180
137438953536|1185
137438953536|1206
137438953536|1910
137438953536|1984
137438953536|1987
137438953536|1989
137438953536|2023
137438953536|9058
137438953536|9102
137438953536|9188
137438953536|11247
137438953536|11377
206158430273|1180
137438953538|1987
206158430275|1173
274877907012|1989
206158430277|9102
274877907014|9102
274877907015|11247
274877907016|139
274877907016|140
274877907016|141
274877907016|196
274877907016|292
274877907016|295
274877907016|571
274877907016|575
274877907016|778
274877907016|781
274877907016|783
274877907016|799
274877907016|1025
274877907016|1170
274877907016|1179
274877907016|1451
274877907016|1545
274877907016|1687
274877907016|1984
274877907016|2002
274877907016|2017
274877907016|2023
274877907016|2040
274877907016|2049
274877907016|2072
274877907016|2077
274877907016|2090
274877907016|2094
274877907016|2107
274877907016|2778
274877907016|2782
274877907016|2783
274877907016|2785
274877907016|2794
274877907016|2797
274877907016|2810
274877907016|2813
274877907016|2817
274877907016|2823
274877907016|2836
274877907016|2851
274877907016|2870
274877907016|2871
274877907016|2885
274877907016|2904
274877907016|2927
274877907016|2959
274877907016|2991
274877907016|3000
274877907016|3024
274877907016|3040
274877907016|3053
274877907016|3055
274877907016|3066
274877907016|3080
274877907016|5132
274877907016|5190
274877907016|5753
274877907016|6394
274877907016|6672
274877907016|6740
274877907016|6891
274877907016|7252
274877907016|7522
274877907016|7583
274877907016|8047
274877907016|9063
274877907016|9310
274877907016|9709
274877907016|13818
343597383754|2871
343597383755|9709
137438953548|585
137438953548|1444
137438953548|6404
137438953548|8082
343597383760|60
68719476817|8
68719476817|775
68719476817|1749
68719476817|1993
68719476817|2011
68719476817|2031
68719476817|2036
68719476817|2040
68719476817|2043
68719476817|2053
68719476817|2059
68719476817|2060
68719476817|2076
68719476817|2088
68719476817|2093
68719476817|2796
68719476817|2807
68719476817|2819
68719476817|2837
68719476817|2843
68719476817|2844
68719476817|2895
68719476817|2975
68719476817|3014
68719476817|5162
68719476817|5176
68719476817|6449
68719476817|6698
68719476817|6982
68719476817|7501
68719476817|9036
68719476817|13459
68719476817|13833
206158430290|804
206158430290|973
206158430290|1170
206158430290|1185
206158430290|1206
206158430290|1749
206158430290|1908
206158430290|1954
206158430290|2003
206158430290|2786
206158430290|2816
206158430290|2969
206158430290|2985
206158430290|4865
206158430290|6399
206158430290|6815
206158430290|7025
206158430290|7142
206158430290|7689
206158430290|9929
343597383763|973
274877907029|1908
274877907030|804
274877907031|2786
137438953560|6
137438953560|294
137438953560|580
137438953560|591
137438953560|1504
137438953560|1546
137438953560|1617
137438953560|1679
137438953560|1764
